compound_name,species,strain,dosage,avg_lifespan_change,max_lifespan_change,gender,significance,pubmed_id
Salicylamine,Caenorhabditis elegans,N2,100 μM,32,,,S,27514077
Salicylamine,Caenorhabditis elegans,N2,500 μM,56,,,S,27514077
Buthus martensii Karsch Polypeptide Toxin ,Caenorhabditis elegans,N2,Polypeptide DNA sequence inserted into the pGEX-4T-1 plasmid and transformed into pGEX-4T-1,22.5,29.27,,0.016,28088444
Oleanolic acid,Caenorhabditis elegans,N2,200 µM,11.18,,,S,26592451
Oleanolic acid,Caenorhabditis elegans,N2,300 µM,16.63,,,S,26592451
Zinc Sulfate,Caenorhabditis elegans,N2,500 µM,-14,,,S,27078872
TPEN,Caenorhabditis elegans,N2,200 µM,43,,,S,27078872
Sesame Cake Peptides,Caenorhabditis elegans,N2,12.5 μg/ml,15.59,3.57,,S,27381188
Sesame Cake Peptides,Caenorhabditis elegans,N2,25 μg/ml,13.29,3.57,,S,27381188
Sesame Cake Peptides,Caenorhabditis elegans,N2,50 μg/ml,5.2,3.57,,S,27381188
Pictilisib,Caenorhabditis elegans,N2,1 μM,9.6,,,S,23543623
Phosphatidylinositol ether lipid analogue 6,Caenorhabditis elegans,N2,1 μM,10,,,S,23543623
Phosphatidylinositol ether lipid analogue 24 ,Caenorhabditis elegans,N2,1 μM,14,,,S,23543623
Chlorophyll,Caenorhabditis elegans,N2,1 μg/ml,13.54,,,S,27077003
Chlorophyll,Caenorhabditis elegans,N2,10 μg/ml,23.37,,,S,27077003
Chlorophyll,Caenorhabditis elegans,N2,40 μg/ml,25.96,,,S,27077003
Chlorophyll,Caenorhabditis elegans,N2,80 μg/ml,13.9,,,S,27077003
Chlorophyll,Caenorhabditis elegans,N2,100 μg/ml,11.18,,,S,27077003
Naproxen,Brachionus manjavacas,,1 μM,13.93,5.56,,S,27484416
Chlorophytum borivilianum polysaccharide extract,Caenorhabditis elegans,CB5586,1 ng/ml,10,,,S,28727758
Chlorophytum borivilianum polysaccharide extract,Saccharomyces cerevisiae,FY631,1 μg/ml,15,,,,28727758
Chlorophytum borivilianum polysaccharide extract,Saccharomyces cerevisiae,FY631,100 ng/ml,37,,,,28727758
Chlorophytum borivilianum polysaccharide extract,Saccharomyces cerevisiae,FY631,10 ng/ml,55,,,,28727758
Chlorophytum borivilianum polysaccharide extract,Saccharomyces cerevisiae,FY631,1 ng/ml,23,,,,28727758
Nicotinamide mononucleotide,Mus musculus,C57BL/6N,100 mg/kg/day,0,0,,S,28068222
Nicotinamide mononucleotide,Mus musculus,C57BL/6N,300 mg/kg/day,0,0,,NS,28068222
Argyreia boseana,Caenorhabditis elegans,N2,1 mg/mL,4.25,,,S,30448258
Argyreia boseana,Caenorhabditis elegans,N2,0.1 mg/mL,-3.8,,,NS,30448258
Argyreia boseana,Caenorhabditis elegans,N2,0.01 mg/mL,-5.4,,,S,30448258
East Indian sandalwood oil,Caenorhabditis elegans,N2,3 μ/mL,0.94,4.34,,NS,30319772
East Indian sandalwood oil,Caenorhabditis elegans,N2,6 μ/mL,8.59,8.69,,S,30319772
East Indian sandalwood oil,Caenorhabditis elegans,N2,12 μ/mL,17.1,21.73,,S,30319772
East Indian sandalwood oil,Caenorhabditis elegans,N2,24 μ/mL,26.36,34.78,,S,30319772
East Indian sandalwood oil,Caenorhabditis elegans,N2,48 μ/mL,4.22,4.34,,NS,30319772
East Indian sandalwood oil,Caenorhabditis elegans,N2,24 μ/mL,31.32,30.43,,S,30319772
α-Santalol,Caenorhabditis elegans,N2,4 μM,0.63,-4.16,,NS,30319772
α-Santalol,Caenorhabditis elegans,N2,8 μM,2.57,-4.16,,NS,30319772
α-Santalol,Caenorhabditis elegans,N2,16 μM,4.33,0,,NS,30319772
α-Santalol,Caenorhabditis elegans,N2,32 μM,10.31,8.33,,S,30319772
α-Santalol,Caenorhabditis elegans,N2,64 μM,0.94,0,,NS,30319772
α-Santalol,Caenorhabditis elegans,N2,32 μM,18.04,8.33,,S,30319772
β-Santalol,Caenorhabditis elegans,N2,4 µM,-2.73,0,,NS,30319772
β-Santalol,Caenorhabditis elegans,N2,8 µM,2.66,8.33,,NS,30319772
β-Santalol,Caenorhabditis elegans,N2,16 µM,12.56,25,,S,30319772
β-Santalol,Caenorhabditis elegans,N2,32µM,3.78,8.33,,NS,30319772
β-Santalol,Caenorhabditis elegans,N2,64 µM,4.64,8.33,,S,30319772
β-Santalol,Caenorhabditis elegans,N2,16 µM,25.38,25,,S,30319772
Lonicera japonica,Caenorhabditis elegans,N2,50 µg/mL,4.04,,,NS,30266681
Lonicera japonica,Caenorhabditis elegans,N2,100 µg/mL,12.13,,,NS,30266681
Lonicera japonica,Caenorhabditis elegans,N2,200 µg/mL,15.17,,,NS,30266681
Lonicera japonica,Caenorhabditis elegans,N2,500 µg/mL,21.87,,,S,30266681
Lonicera japonica,Caenorhabditis elegans,N2,1000 µg/mL,17.07,,,S,30266681
Aronia extract,Drosophila melanogaster,Canton-S,1 mg/mL,0,7.77,Male,NS,30263675
Aronia extract,Drosophila melanogaster,Canton-S,2.5 mg/mL,15.38,8.88,Male,S,30263675
Glucomannan Hydrolysate,Drosophila melanogaster,B18,0.25% w/v,20.2,,Male,S,30137218
Glucomannan Hydrolysate,Drosophila melanogaster,B18,0.25% w/v,14.88,,Female,S,30137218
Glucomannan Hydrolysate,Drosophila melanogaster,Oregon-R,0.25% w/v,11.7,,Female,S,30137218
Glucomannan Hydrolysate,Drosophila melanogaster,Canton-S,0.25% w/v,17.66,,Female,S,30137218
Glucomannan Hydrolysate,Drosophila melanogaster,DGRP-21,0.25% w/v,13.4,,Female,S,30137218
Glucomannan Hydrolysate,Drosophila melanogaster,DGRP-38,0.25% w/v,10.1,,Female,S,30137218
Glucomannan Hydrolysate,Drosophila melanogaster,DGRP-40,0.25% w/v,4.6,,Female,S,30137218
Glucomannan Hydrolysate,Drosophila melanogaster,DGRP-85,0.25% w/v,10,,Female,S,30137218
Glucomannan Hydrolysate,Drosophila melanogaster,DGRP-136,0.25% w/v,7.3,,Female,S,30137218
Polygonum multiflorum Extract,Caenorhabditis elegans,N2,10 µg/mL,1.5,,,NS,30036983
Polygonum multiflorum Extract,Caenorhabditis elegans,N2,100 µg/mL,4.8,,,NS,30036983
Polygonum multiflorum Extract,Caenorhabditis elegans,N2,1000 µg/mL,18.6,,,S,30036983
Xanthine,Caenorhabditis elegans,N2,50 µg/mL,0.82,,,NS,30061824
1-methylxanthine,Caenorhabditis elegans,N2,50 µg/mL,5.05,,,S,30061824
3-methylxanthine,Caenorhabditis elegans,N2,50 µg/mL,0.93,,,NS,30061824
7-methylxanthine,Caenorhabditis elegans,N2,50 µg/mL,8.41,,,S,30061824
"1,3-dimemethyl Xan",Caenorhabditis elegans,N2,50 µg/mL,5.54,,,S,30061824
"1,7-dimethylxanthine",Caenorhabditis elegans,N2,50 µg/mL,14.75,,,S,30061824
"3,7-dimethylxanthine",Caenorhabditis elegans,N2,50 µg/mL,-0.84,,,NS,30061824
5-octanoyl salicylic acid,Caenorhabditis elegans,N2,100 μM,18.3,11.53,,S,30192051
Damaurone D,Caenorhabditis elegans,N2,5 μM,7.49,,,S,29992572
Damaurone D,Caenorhabditis elegans,N2,10 μM,12.6,,,S,29992572
Damaurone D,Caenorhabditis elegans,N2,15 μM,16.7,,,S,29992572
"2,5-Di-tert-butylhydroquinone",Caenorhabditis elegans,N2,250 μM,15.2,,,S,29988547
"2,5-Di-tert-butylhydroquinone",Caenorhabditis elegans,N2,350 μM,14.2,,,S,29988547
Thapsigargin,Caenorhabditis elegans,N2,10 nM,9.6,,,S,29988547
Enoxacin,Caenorhabditis elegans,N2,100 µg/mL,18,,,S,29986212
guarana ethanolic extract,Caenorhabditis elegans,N2,100 µg/mL,18.18,21.4,,S,29972429
guarana ethanolic extract,Caenorhabditis elegans,N2,500 µg/mL,36.36,28.57,,S,29972429
guarana ethanolic extract,Caenorhabditis elegans,N2,1000 µg/mL,36.36,28.57,,S,29972429
6-shogaol,Caenorhabditis elegans,N2,25 μM,25.9,15.78,,S,29978428
Mussel peptides,Caenorhabditis elegans,N2,2 mg/ml,29.9,,,S,29796528
"Methyl 3,4-dihydroxybenzoate",Caenorhabditis elegans,N2,160 mg/mL,19,,,S,29874838
"1,2,3-Triazolyl ester of ketorolac ",Caenorhabditis elegans,N2,50 nM,15,,,S,29760342
Tert-butyl hydroperoxide,Drosophila melanogaster,w iso31,1.25 mM,18.3,,Male,S,29515102
Tert-butyl hydroperoxide,Drosophila melanogaster,w iso31,2.5 mM,12.1,,Male,S,29515102
Tert-butyl hydroperoxide,Drosophila melanogaster,w iso31,5 mM,19.7,,Male,S,29515102
Tert-butyl hydroperoxide,Drosophila melanogaster,w iso31,10 mM,17.4,,Male,S,29515102
Tert-butyl hydroperoxide,Drosophila melanogaster,w iso31,1 mM,16.7,,Female,S,29515102
Tert-butyl hydroperoxide,Drosophila melanogaster,w iso31,5 mM,11.9,,Female,S,29515102
Tert-butyl hydroperoxide,Drosophila melanogaster,Canton-S,5 mM,28.4,,Male,S,29515102
Tert-butyl hydroperoxide,Drosophila melanogaster,Canton-S,1 mM,22.7,,Female,S,29515102
Tert-butyl hydroperoxide,Drosophila melanogaster,Canton-S,5 mM,22.6,,Female,S,29515102
Tert-butyl hydroperoxide,Drosophila melanogaster,w iso31,1 mM,12.2,,Male,S,29515102
Arbutin,Caenorhabditis elegans,N2,5 mM,11.89,,,S,29340230
phenylethanoid glycosides,Caenorhabditis elegans,N2,500 μg/mL,15.98,,,S,29340230
Shatavarin IV,Caenorhabditis elegans,N2,50 μM,17.26,,,S,29069955
Emodin,Caenorhabditis elegans,N2,50 μM,9.68,,,S,29069955
Emodin,Caenorhabditis elegans,N2,150 μM,19.74,,,S,29069955
ursolic acid,Caenorhabditis elegans,N2,25 μM,31.3,,,S,28673026
ursolic acid,Drosophila melanogaster,w1118,50 μmol/L,12.78,,,S,30496629
N-Acetyl Cysteine,Drosophila melanogaster,Canton-S,10 nM,5.6,4.7,Male,S,30243020
N-Acetyl Cysteine,Drosophila melanogaster,Canton-S,100 nM,9.3,7.8,Male,S,30243020
N-Acetyl Cysteine,Drosophila melanogaster,Canton-S,1 μM,7.4,4.7,Male,S,30243020
N-Acetyl Cysteine,Drosophila melanogaster,Canton-S,100 μM,5.6,10.9,,S,30243020
N-Acetyl Cysteine,Drosophila melanogaster,Canton-S,1 mM,3.7,1.6,Male,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,10 nM,32.4,8.6,Male,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,100 nM,31,8.69,Male,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,1 μM,31,7.6,Male,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,10 μM,29.6,7.6,Male,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,100 μM,31,7.6,Male,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,1 mM,31,2.9,Male,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,10 nM,22.6,6.9,Female,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,100 nM,18.7,4.9,Female,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,1 μM,16,6.9,Female,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,10 μM,22.7,6.9,Female,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,100 μM,26,9.8,Female,S,30243020
N-Acetyl Cysteine,Drosophila virilis,,1 mM,24,8.8,Female,S,30243020
N-Acetyl Cysteine,Drosophila kikkawai,,10 nM,8,19.4,Male,S,30243020
N-Acetyl Cysteine,Drosophila kikkawai,,100 nM,12,8.3,Male,S,30243020
N-Acetyl Cysteine,Drosophila kikkawai,,1 μM,16,11.1,Male,S,30243020
N-Acetyl Cysteine,Drosophila kikkawai,,10 μM,16,0,Male,S,30243020
N-Acetyl Cysteine,Drosophila kikkawai,,100 μM,16,13.9,Male,S,30243020
N-Acetyl Cysteine,Drosophila kikkawai,,1 mM,16,13.9,Male,S,30243020
N-Acetyl Cysteine,Drosophila kikkawai,,10 nM,5.1,0,Female,S,30243020
N-Acetyl Cysteine,Drosophila kikkawai,,100 nM,5.1,-2,Female,S,30243020
Tomatidine,Caenorhabditis elegans,N2,25 μM,7,,,S,28397803
L2-Cmu,Mus musculus,CB6F1,20 mg/kg,9,,,S,29921922
Dasatinib + Quercetin,Mus musculus,C57BL/6,5 mg/kg / 50 mg/kg,6.29,,Male & Female,S,29988130
Diosgenin,Caenorhabditis elegans,N2,50 µg/mL,20.8,,,S,28954389
Omega-3 Monoacylglyceride Docosahexaenoic acid,Drosophila melanogaster,w1118,0.3 mg/mL,14.58,6.56,Male,S,30453574
Omega-3 Monoacylglyceride Docosahexaenoic acid,Drosophila melanogaster,w1118,0.3 mg/mL,14.58,15.32,Male,S,30453574
Calcium Pantothenate,Drosophila melanogaster,Oregon,0.5g/kg,27.8,,,S,18856647
Calcium Pantothenate,Mus musculus,C-57 black,300 µg/day,18.3,,Male,S,13614445
Calcium Pantothenate,Mus musculus,C-57 black,300 µg/day,20.02,,Female,S,13614445
Sodium Yeast Nucleate,Drosophila melanogaster,Oregon,5 g/kg,20.3,,,S,18856648
Ganoderma lucidum extract,Caenorhabditis elegans,N2,7.5 mg/mL,35.83,11.76,,S,30476533
Disulfiram,Rattus norvegicus,Wistar,1 in 1000,-21.18,,,S,5469789
Disulfiram,Rattus norvegicus,Wistar,1 in 2000,-5.08,,,NS,5469789
Sodim cyclamate,Rattus norvegicus,Wistar,0.43/100 g,9.77,-11.28,Male,S,5132583
Aspirin (Bufferin),Mus musculus,C57BL/6J,113 μg/mL,5,-6.1,Female,NS,4788962
Aspirin (Bufferin),Mus musculus,C57BL/6J,242 μg/mL,-17.5,-10.1,Female,S,4788962
Aspirin (Bufferin),Mus musculus,C57BL/6J,495 μg/mL,0.1,-4.8,Female,NS,4788962
Dimethylaminoethyl p-chlorophenoxyacetate,Mus musculus,C57BL/6J,702 μg/mL,5.9,-9.6,Female,NS,4788962
Dimethylaminoethyl p-chlorophenoxyacetate,Rattus norvegicus,Swiss,0.3g/L,27.3,39.7,Male,S,4147092
Chlorpromazine,Mus musculus,C57BL/6J,16.7 μg/mL,-0.2,5.5,Female,NS,4788962
Chlorpheniramine,Mus musculus,C57BL/6J,0.762 μg/mL,1.4,-14.7,Female,NS,4788962
Chlorpheniramine,Mus musculus,C57BL/6J,2.28 μg/mL,-3.3,7.2,Female,NS,4788962
Chloroquine,Mus musculus,C57BL/6J,13.2 μg/mL,-16.8,-10.8,Female,S,4788962
Chloroquine,Mus musculus,C57BL/6J,39.5 μg/mL,0.3,-15,Female,NS,4788962
Recombinant GDF11,Nothobranchius guentheri,,0.2 mg/kg,8.51,7.69,,S,30519861
ethanol extract of Agrimonia procera herba,Caenorhabditis elegans,N2,50 μg/mL,8.1,,,Y,30558122
ethanol extract of Agrimonia procera herba,Caenorhabditis elegans,N2,100 μg/mL,12.7,,,Y,30558122
ethanol extract of Agrimonia procera herba,Caenorhabditis elegans,N2,200 μg/mL,7.5,,,Y,30558122
Paxilline,Caenorhabditis elegans,N2,10 nM,26.62,,,S,30613772
Ellagic acid,Caenorhabditis elegans,N2,50 μM,-4.3,,,N,27400265
Tanespimycin,Caenorhabditis elegans,N2,100 μM,23.52,,,Y,30625143
Isoprenol,Caenorhabditis elegans,N2,0.1 mM,7.81,4,,S,30624146
Isoprenol,Caenorhabditis elegans,N2,0.5 mM,25.26,28,,S,30624146
Isoprenol,Caenorhabditis elegans,N2,1 mM,19.23,22.6,,S,30624146
CGP37157,Caenorhabditis elegans,N2,50 μM,14.9,,,S,30705628
CGP37157,Caenorhabditis elegans,N2,100 μM,10.9,,,S,30705628
